Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,21,0,123,0,0,349375,123,0,0,349375
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,20,1,123,0,0,349375,123,0,0,349375
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,20,2,123,0,0,349375,123,0,0,349375
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,19,3,123,0,0,349375,123,0,0,349375
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,18,4,123,0,0,349375,123,19,26,349330
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,17,5,123,0,0,349375,132,0,54,349312
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,17,6,123,0,0,349375,131,0,62,349305
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,20,7,123,0,0,349375,123,0,0,349375
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,16,8,123,0,0,349375,133,0,40,349325
Hackett_General,0.1-0.2,0,0.117827,0.084587,18,0,18,9,123,0,0,349375,126,0,64,349308
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,20,0,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,18,1,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,20,2,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,19,3,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,24,4,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,20,5,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,23,6,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,17,7,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,20,8,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.142025,0.104754,13,0,23,9,40,0,0,236547,40,0,0,236547
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,21,0,394,0,0,384519,394,0,0,384519
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,19,1,394,0,0,384519,399,0,67,384447
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,17,2,394,0,0,384519,426,0,52,384435
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,20,3,394,0,0,384519,404,0,46,384463
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,19,4,394,0,0,384519,405,0,40,384468
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,21,5,394,0,0,384519,394,0,0,384519
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,19,6,394,0,0,384519,399,0,32,384482
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,20,7,394,0,0,384519,418,18,32,384445
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,22,8,394,0,0,384519,394,0,0,384519
Hackett_General,0.1-0.2,0,0.153792,0.092053,20,0,22,9,394,0,0,384519,394,0,0,384519
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,14,0,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,21,1,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,15,2,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,20,3,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,20,4,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,20,5,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,21,6,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,15,7,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,21,8,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,0,0.19418,0.143365,13,0,19,9,149,0,0,232299,149,0,0,232299
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,19,0,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,22,1,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,20,2,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,17,3,98,0,0,329560,91,0,31,329536
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,24,4,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,21,5,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,19,6,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,19,7,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,18,8,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.117827,0.084249,17,0,21,9,98,0,0,329560,98,0,0,329560
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,20,0,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,20,1,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,19,2,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,22,3,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,21,4,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,21,5,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,21,6,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,20,7,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,20,8,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.142025,0.101349,12,0,21,9,16,0,0,219415,16,0,0,219415
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,19,0,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,24,1,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,17,2,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,23,3,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,18,4,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,19,5,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,20,6,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,20,7,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,22,8,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.164978,0.128396,10,0,20,9,153,0,0,182247,153,0,0,182247
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,23,0,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,20,1,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,19,2,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,19,3,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,19,4,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,20,5,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,21,6,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,20,7,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,20,8,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,1,0.19418,0.143154,12,0,18,9,148,0,0,214558,148,0,0,214558
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,21,0,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,18,1,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,20,2,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,18,3,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,19,4,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,18,5,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,17,6,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,19,7,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,21,8,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.117827,0.088121,11,0,18,9,47,0,0,216587,47,0,0,216587
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,18,0,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,19,1,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,20,2,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,21,3,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,19,4,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,21,5,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,19,6,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,20,7,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,15,8,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.139511,0.095076,11,0,22,9,16,0,0,203396,16,0,0,203396
Hackett_General,0.1-0.2,2,0.154212,0.117071,5,0,19,0,80,0,0,90045,80,0,0,90045
