small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,0,18276,0,0,284805,18347,79,33,283735
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,1,18276,0,0,284805,18167,55,57,283915
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,2,18276,0,0,284805,17910,56,56,284172
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,3,18276,0,0,284805,18361,6,106,283721
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,4,18276,0,0,284805,18667,7,105,283415
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,5,18276,0,0,284805,18101,3,109,283981
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,6,18276,0,0,284805,18325,3,109,283757
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,7,18276,0,0,284805,18054,48,64,284028
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,8,18276,0,0,284805,17917,43,69,284165
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,9,18276,0,0,284805,18062,57,55,284020
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,10,18276,0,0,284805,18116,39,73,283966
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,11,18276,0,0,284805,17933,91,20,284150
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,12,18276,0,0,284805,18212,3,109,283870
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,13,18276,0,0,284805,17920,39,73,284162
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,14,18276,0,0,284805,17839,36,76,284243
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,15,18276,0,0,284805,18025,26,86,284057
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,16,18276,0,0,284805,17593,26,86,284489
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,17,18276,0,0,284805,18355,75,37,283727
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,18,18276,0,0,284805,18296,70,42,283786
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,807,19,18276,0,0,284805,18367,70,42,283715
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,0,18276,0,0,284805,17454,295,657,283788
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,1,18276,0,0,284805,16977,239,712,284266
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,2,18276,0,0,284805,16908,299,653,284334
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,3,18276,0,0,284805,17575,212,740,283667
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,4,18276,0,0,284805,15730,221,731,285512
