small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,5,18276,0,0,284805,17364,282,670,283878
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,6,18276,0,0,284805,17236,248,703,284007
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,7,18276,0,0,284805,17485,318,634,283757
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,8,18276,0,0,284805,17793,291,661,283449
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,9,18276,0,0,284805,17893,196,756,283349
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,10,18276,0,0,284805,16534,308,642,284710
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,11,18276,0,0,284805,17240,188,764,284002
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,12,18276,0,0,284805,16984,230,722,284258
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,13,18276,0,0,284805,16823,242,709,284420
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,14,18276,0,0,284805,17014,352,600,284228
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,15,18276,0,0,284805,17371,279,673,283871
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,16,18276,0,0,284805,17380,228,724,283862
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,17,18276,0,0,284805,16989,235,717,284253
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,18,18276,0,0,284805,16949,192,759,284294
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,50,19,18276,0,0,284805,17034,318,633,284209
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,0,18276,0,0,284805,17664,483,1811,282236
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,1,18276,0,0,284805,17656,413,1882,282243
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,2,18276,0,0,284805,17648,614,1682,282250
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,3,18276,0,0,284805,15312,672,1624,284586
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,4,18276,0,0,284805,16895,764,1532,283003
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,5,18276,0,0,284805,17075,492,1803,282824
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,6,18276,0,0,284805,16248,529,1767,283650
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,7,18276,0,0,284805,16938,465,1830,282961
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,8,18276,0,0,284805,17760,630,1664,282140
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,9,18276,0,0,284805,16743,414,1881,283156
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,10,18276,0,0,284805,16263,693,1602,283636
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,11,18276,0,0,284805,16824,612,1683,283075
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,12,18276,0,0,284805,15929,477,1818,283970
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,13,18276,0,0,284805,16352,645,1649,283548
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,14,18276,0,0,284805,16805,466,1830,283093
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,15,18276,0,0,284805,16601,459,1837,283297
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,16,18276,0,0,284805,17528,551,1744,282371
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,17,18276,0,0,284805,16674,569,1727,283224
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,18,18276,0,0,284805,16155,436,1858,283745
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,20,19,18276,0,0,284805,17209,685,1610,282690
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,0,18276,0,0,284805,16051,756,3777,281610
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,1,18276,0,0,284805,16331,1069,3465,281329
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,2,18276,0,0,284805,16362,890,3644,281298
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,3,18276,0,0,284805,15730,742,3793,281929
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,4,18276,0,0,284805,16065,1019,3516,281594
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,5,18276,0,0,284805,16165,741,3792,281496
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,6,18276,0,0,284805,16780,780,3754,280880
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,7,18276,0,0,284805,16064,794,3740,281596
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,8,18276,0,0,284805,15928,1078,3456,281732
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,9,18276,0,0,284805,16288,781,3753,281372
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,10,18276,0,0,284805,16722,912,3622,280938
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,11,18276,0,0,284805,16032,805,3730,281627
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,12,18276,0,0,284805,16337,778,3757,281322
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,13,18276,0,0,284805,17592,822,3712,280068
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,14,18276,0,0,284805,16167,835,3700,281492
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,15,18276,0,0,284805,16513,867,3669,281145
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,16,18276,0,0,284805,15666,829,3705,281994
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,17,18276,0,0,284805,15958,968,3567,281701
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,18,18276,0,0,284805,16197,1002,3532,281463
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,10,19,18276,0,0,284805,15761,732,3803,281898
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,0,18276,0,0,284805,16876,1218,7851,276249
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,1,18276,0,0,284805,15661,1173,7895,277465
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,2,18276,0,0,284805,15646,1203,7865,277480
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,3,18276,0,0,284805,15427,1227,7844,277696
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,4,18276,0,0,284805,16694,1055,8014,276431
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,5,18276,0,0,284805,16787,1331,7739,276337
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,6,18276,0,0,284805,16501,944,8125,276624
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,7,18276,0,0,284805,15861,1255,7814,277264
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,8,18276,0,0,284805,16295,1186,7883,276830
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,9,18276,0,0,284805,16059,1035,8037,277063
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,10,18276,0,0,284805,15814,1023,8048,277309
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,11,18276,0,0,284805,16617,1069,8002,276506
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,12,18276,0,0,284805,15363,932,8137,277762
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,13,18276,0,0,284805,16002,945,8127,277120
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,14,18276,0,0,284805,16051,1153,7918,277072
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,15,18276,0,0,284805,15628,1189,7879,277498
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,16,18276,0,0,284805,16615,949,8122,276508
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,17,18276,0,0,284805,16111,1157,7915,277011
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,18,18276,0,0,284805,15673,1218,7853,277450
small-10-aa_NumErrAlns,0,0,8.57740415,0,807,8,5,19,18276,0,0,284805,15677,1369,7702,277446
