16S.B,0.8-0.9,0,0.707917,0.232813,791,0,19,0,13218.72user,5.15system,3:40:53elapsed,28320,154,1908,1086521
16S.B,0.8-0.9,0,0.835403,0.102315,940,0,22,0,24897.71user,8.53system,6:55:25elapsed,7134,222,2030,1324726
16S.B,0.8-0.9,0,0.852652,0.364215,886,0,18,0,14767.18user,5.65system,4:06:37elapsed,33859,187,2217,1198103
16S.B,0.8-0.9,0,0.876283,0.215183,1511,0,16,0,46766.77user,20.18system,13:00:20elapsed,46757,387,4284,1928866
16S.B,0.8-0.9,1,0.7109,0.1047,454,0,19,0,7180.11user,2.85system,1:59:55elapsed,1564,157,1076,653515
16S.B,0.8-0.9,1,0.835403,0.097245,931,0,21,0,23930.15user,9.49system,6:39:18elapsed,6075,171,2114,1313012
16S.B,0.8-0.9,1,0.874142,0.189896,566,0,18,0,7657.26user,2.98system,2:07:53elapsed,23620,96,1406,784056
16S.B,0.8-0.9,1,0.876283,0.214983,1505,0,19,0,44053.62user,17.54system,12:14:54elapsed,46983,247,3557,1924529
16S.B,0.8-0.9,2,0.715556,0.230077,248,0,23,0,2592.74user,1.03system,43:15.20elapsed,5544,6,518,301274
16S.B,0.8-0.9,2,0.835403,0.093097,923,0,19,0,25256.19user,7.93system,7:01:28elapsed,5602,159,2101,1302368
16S.B,0.8-0.9,2,0.870374,0.277724,465,0,19,0,7153.04user,2.75system,1:59:29elapsed,11550,110,1207,639147
16S.B,0.8-0.9,2,0.876283,0.211539,1413,0,21,0,39403.60user,15.70system,10:57:22elapsed,43281,237,3105,1826057
16S.B,0.8-0.9,3,0.703109,0.252829,122,0,18,0,1405.56user,0.88system,23:28.12elapsed,3747,4,296,160271
16S.B,0.8-0.9,3,0.835403,0.089527,917,0,20,0,22931.14user,7.48system,6:22:40elapsed,5795,175,2109,1293744
16S.B,0.8-0.9,3,0.870374,0.275845,446,0,20,0,7023.87user,3.52system,1:57:22elapsed,12460,45,1089,613648
16S.B,0.8-0.9,3,0.876283,0.211489,1410,0,19,0,40926.07user,15.26system,11:22:52elapsed,43457,191,3549,1821130
16S.B,0.8-0.9,4,0.720095,0.4026,54,0,17,0,520.84user,0.61system,8:41.72elapsed,4180,11,188,68846
16S.B,0.8-0.9,4,0.84994,0.310259,507,0,22,0,6385.87user,2.40system,1:46:34elapsed,13669,92,1017,645947
16S.B,0.8-0.9,4,0.870374,0.259524,401,0,17,0,6102.91user,2.18system,1:41:57elapsed,11737,95,1041,553319
16S.B,0.8-0.9,4,0.876283,0.210716,1380,0,21,0,37517.89user,17.44system,10:26:04elapsed,41628,241,3017,1790339
