Hackett_General,X,0,0.590737068,0,171,,0,17,0,7157,0,0,3106727,6818,174,391,3106501
Hackett_General,X,0,0.590737068,0,171,,0,21,1,7157,0,0,3106727,6842,65,433,3106544
Hackett_General,X,0,0.590737068,0,171,,0,19,2,7157,0,0,3106727,7013,162,286,3106423
Hackett_General,X,0,0.590737068,0,171,,0,20,3,7157,0,0,3106727,6433,132,300,3107019
Hackett_General,X,0,0.590737068,0,171,,0,20,4,7157,0,0,3106727,7134,162,303,3106285
Hackett_General,X,0,0.590737068,0,171,,0,23,5,7157,0,0,3106727,7035,73,323,3106453
Hackett_General,X,0,0.590737068,0,171,,0,20,6,7157,0,0,3106727,6861,111,414,3106498
Hackett_General,X,0,0.590737068,0,171,,0,22,7,7157,0,0,3106727,6869,109,289,3106617
Hackett_General,X,0,0.590737068,0,171,,0,21,8,7157,0,0,3106727,6728,80,474,3106602
Hackett_General,X,0,0.590737068,0,171,,0,23,9,7157,0,0,3106727,6527,25,368,3106964
Hackett_General,X,0,0.590737068,0,171,,0,21,10,7157,0,0,3106727,6791,135,345,3106613
Hackett_General,X,0,0.590737068,0,171,,0,20,11,7157,0,0,3106727,6838,96,340,3106610
Hackett_General,X,0,0.590737068,0,171,,0,23,12,7157,0,0,3106727,6881,121,255,3106627
Hackett_General,X,0,0.590737068,0,171,,0,19,13,7157,0,0,3106727,6596,69,381,3106838
Hackett_General,X,0,0.590737068,0,171,,0,21,14,7157,0,0,3106727,6829,68,353,3106634
Hackett_General,X,0,0.590737068,0,171,,0,19,15,7157,0,0,3106727,6628,195,334,3106727
Hackett_General,X,0,0.590737068,0,171,,0,21,16,7157,0,0,3106727,7025,128,342,3106389
Hackett_General,X,0,0.590737068,0,171,,0,15,17,7157,0,0,3106727,6594,104,529,3106657
Hackett_General,X,0,0.590737068,0,171,,0,20,18,7157,0,0,3106727,7138,49,377,3106320
Hackett_General,X,0,0.590737068,0,171,,0,19,19,7157,0,0,3106727,6604,122,348,3106810
Hackett_General,X,0,0.590737068,0,171,,0,23,20,7157,0,0,3106727,7100,88,338,3106358
Hackett_General,X,0,0.590737068,0,171,,0,19,21,7157,0,0,3106727,7172,179,316,3106217
Hackett_General,X,0,0.590737068,0,171,,0,24,22,7157,0,0,3106727,6959,117,277,3106531
Hackett_General,X,0,0.590737068,0,171,,0,25,23,7157,0,0,3106727,6846,109,219,3106710
Hackett_General,X,0,0.590737068,0,171,,0,19,24,7157,0,0,3106727,6915,179,355,3106435
Hackett_General,X,0,0.590737068,0,171,,0,18,25,7157,0,0,3106727,7012,179,351,3106342
Hackett_General,X,0,0.590737068,0,171,,0,18,26,7157,0,0,3106727,6949,84,430,3106421
Hackett_General,X,0,0.590737068,0,171,,0,21,27,7157,0,0,3106727,7174,83,370,3106257
Hackett_General,X,0,0.590737068,0,171,,0,19,28,7157,0,0,3106727,6864,137,340,3106543
Hackett_General,X,0,0.590737068,0,171,,0,22,29,7157,0,0,3106727,6946,245,190,3106503
Hackett_General,X,0,0.590737068,0,171,,0,21,30,7157,0,0,3106727,6542,90,365,3106887
Hackett_General,X,0,0.590737068,0,171,,0,22,31,7157,0,0,3106727,6852,85,380,3106567
Hackett_General,X,0,0.590737068,0,171,,0,22,32,7157,0,0,3106727,6764,58,334,3106728
Hackett_General,X,0,0.590737068,0,171,,0,17,33,7157,0,0,3106727,6765,278,236,3106605
Hackett_General,X,0,0.590737068,0,171,,0,17,34,7157,0,0,3106727,6753,67,476,3106588
Hackett_General,X,0,0.590737068,0,171,,0,21,35,7157,0,0,3106727,6504,64,430,3106886
Hackett_General,X,0,0.590737068,0,171,,0,19,36,7157,0,0,3106727,6891,96,408,3106489
Hackett_General,X,0,0.590737068,0,171,,0,17,37,7157,0,0,3106727,6734,153,398,3106599
Hackett_General,X,0,0.590737068,0,171,,0,19,38,7157,0,0,3106727,6880,73,434,3106497
Hackett_General,X,0,0.590737068,0,171,,0,21,39,7157,0,0,3106727,6611,100,378,3106795
Hackett_General,X,0,0.590737068,0,171,,0,22,40,7157,0,0,3106727,7133,38,367,3106346
Hackett_General,X,0,0.590737068,0,171,,0,20,41,7157,0,0,3106727,6811,90,367,3106616
Hackett_General,X,0,0.590737068,0,171,,0,18,42,7157,0,0,3106727,6978,45,412,3106449
Hackett_General,X,0,0.590737068,0,171,,0,21,43,7157,0,0,3106727,7055,77,364,3106388
Hackett_General,X,0,0.590737068,0,171,,0,21,44,7157,0,0,3106727,6549,87,332,3106916
Hackett_General,X,0,0.590737068,0,171,,0,21,45,7157,0,0,3106727,6705,111,342,3106726
